"2020-05-31T23:30:20Z","black-hawk-every-ingredient-matters","Black Hawk: Every ingredient matters","2.186009506516079"
"2020-05-31T12:00:11Z","music","Music","1.2311663782340714"
"2020-05-31T12:00:11Z","lifeandstyle","Life and style","3.083153910519095"
"2020-05-31T11:58:22Z","sport","Sport","3.0697781810419533"
"2020-05-31T11:57:47Z","uk-news","UK news","1.2012380980569892"
"2020-05-31T11:45:47Z","world","World news","2.953962860677696"
"2020-05-31T11:35:45Z","business","Business","2.0373279874419534"
"2020-05-31T11:13:11Z","tv-and-radio","Television & radio","2.345819061120131"
"2020-05-31T11:12:36Z","stage","Stage","1.0701129505389926"
"2020-05-31T11:00:10Z","world","World news","4.137946829169764"
"2020-05-31T11:00:10Z","world","World news","4.785773652195072"
"2020-05-31T11:00:10Z","commentisfree","Opinion","3.4699093380249373"
"2020-05-31T10:17:58Z","world","World news","3.9844110728923314"
"2020-05-31T10:15:09Z","commentisfree","Opinion","1.8277153589696657"
"2020-05-31T10:00:10Z","world","World news","3.3086180007682437"
"2020-05-31T10:00:10Z","lifeandstyle","Life and style","2.4426559156805405"
"2020-05-31T10:00:09Z","world","World news","3.4134760022749147"
"2020-05-31T10:00:09Z","commentisfree","Opinion","3.368745230637071"
"2020-05-31T10:00:09Z","us-news","US news","1.5073915629835528"
"2020-05-31T10:00:09Z","travel","Travel","1.1579517284544185"
"2020-05-31T10:00:09Z","books","Books","0.9237043372037714"
"2020-05-31T09:13:08Z","commentisfree","Opinion","2.952348624923222"
"2020-05-31T09:00:07Z","commentisfree","Opinion","2.825715651950415"
"2020-05-31T08:30:07Z","tv-and-radio","Television & radio","2.07551397826316"
"2020-05-31T08:30:07Z","media","Media","2.737364826568948"
"2020-05-31T08:30:07Z","lifeandstyle","Life and style","1.0999474023510791"
"2020-05-31T08:15:06Z","commentisfree","Opinion","3.5082164402053784"
"2020-05-31T08:04:06Z","commentisfree","Opinion","2.211574599366026"
"2020-05-31T08:00:07Z","food","Food","1.6094379124341003"
"2020-05-31T08:00:07Z","music","Music","0.0"
"2020-05-31T08:00:07Z","books","Books","2.2147481933971154"
"2020-05-31T08:00:07Z","tv-and-radio","Television & radio","3.1358529817784895"
"2020-05-31T08:00:06Z","film","Film","3.251563698272579"
"2020-05-31T08:00:06Z","world","World news","4.183373758518251"
"2020-05-31T08:00:06Z","commentisfree","Opinion","2.6671937422439256"
"2020-05-31T07:42:38Z","us-news","US news","1.1271386332716755"
"2020-05-31T07:41:06Z","world","World news","4.1020616529023455"
"2020-05-31T07:35:06Z","world","World news","3.1014547269706387"
"2020-05-31T07:35:06Z","politics","Politics","2.541279613375632"
"2020-05-31T07:31:19Z","world","World news","2.5101302322276755"
"2020-05-31T07:30:06Z","world","World news","3.1257739172188064"
"2020-05-31T07:30:06Z","commentisfree","Opinion","2.7066513199788074"
"2020-05-31T07:26:14Z","us-news","US news","1.535834533019343"
"2020-05-31T07:17:05Z","world","World news","4.447953662865726"
"2020-05-31T07:15:05Z","lifeandstyle","Life and style","2.0802374032419393"
"2020-05-31T07:15:05Z","commentisfree","Opinion","2.52844697628231"
"2020-05-31T07:12:05Z","environment","Environment","2.1881336056349676"
"2020-05-31T07:04:05Z","world","World news","2.5003941801599354"
"2020-05-31T07:00:07Z","film","Film","1.3490807647794563"
"2020-05-31T07:00:07Z","lifeandstyle","Life and style","2.803360380906535"
"2020-05-31T07:00:06Z","lifeandstyle","Life and style","2.8316568982743426"
"2020-05-31T07:00:06Z","commentisfree","Opinion","3.7566787484651054"
"2020-05-31T07:00:06Z","us-news","US news","2.6269471462677463"
"2020-05-31T07:00:06Z","culture","Culture","0.0"
"2020-05-31T07:00:06Z","money","Money","2.862295171627761"
"2020-05-31T07:00:06Z","world","World news","1.7084397310047041"
"2020-05-31T07:00:05Z","football","Football","1.7267757197323577"
"2020-05-31T07:00:05Z","football","Football","2.1239093123187365"
"2020-05-31T07:00:05Z","sport","Sport","3.2859845695613177"
"2020-05-31T07:00:05Z","sport","Sport","3.453742188967625"
"2020-05-31T06:45:05Z","commentisfree","Opinion","1.4161197847848337"
"2020-05-31T06:43:05Z","world","World news","3.0810167844601946"
"2020-05-31T06:30:04Z","commentisfree","Opinion","3.3875550298723045"
"2020-05-31T06:29:04Z","uk-news","UK news","0.8416240863012957"
"2020-05-31T06:25:04Z","film","Film","0.0"
"2020-05-31T06:15:04Z","theobserver","From the Observer","1.580019424172299"
"2020-05-31T06:13:04Z","education","Education","2.7446967134482345"
"2020-05-31T06:04:04Z","uk-news","UK news","2.2095088009080883"
"2020-05-31T06:00:05Z","us-news","US news","1.6138524876781775"
"2020-05-31T06:00:05Z","business","Business","2.5943130239653702"
"2020-05-31T06:00:05Z","business","Business","2.770460609072287"
"2020-05-31T06:00:05Z","travel","Travel","1.1587010335090713"
"2020-05-31T06:00:05Z","culture","Culture","0.6931471805599453"
"2020-05-31T06:00:05Z","books","Books","1.71173777326855"
"2020-05-31T06:00:05Z","artanddesign","Art and design","0.901403582437125"
"2020-05-31T06:00:04Z","world","World news","1.6078398297927543"
"2020-05-31T06:00:04Z","commentisfree","Opinion","1.9597512004671847"
"2020-05-31T06:00:04Z","artanddesign","Art and design","1.7418858558158643"
"2020-05-31T06:00:04Z","business","Business","2.0351447601430355"
"2020-05-31T05:57:04Z","world","World news","2.7110419759590325"
"2020-05-31T05:50:04Z","culture","Culture","1.6048820958982395"
"2020-05-31T05:48:52Z","australia-news","Australia news","2.8030352657587243"
"2020-05-31T05:45:03Z","lifeandstyle","Life and style","2.097141118779237"
"2020-05-31T05:38:51Z","world","World news","4.123318871494641"
"2020-05-31T05:30:03Z","lifeandstyle","Life and style","1.828080487918096"
"2020-05-31T05:19:03Z","society","Society","3.8194320168364313"
"2020-05-31T05:15:03Z","lifeandstyle","Life and style","0.0"
"2020-05-31T05:07:41Z","world","World news","4.384260208770291"
"2020-05-31T05:00:04Z","food","Food","0.8518955696358329"
"2020-05-31T05:00:04Z","tv-and-radio","Television & radio","1.647851414457852"
"2020-05-31T05:00:04Z","stage","Stage","2.1608063762812555"
"2020-05-31T05:00:04Z","food","Food","0.9994319685784756"
"2020-05-31T05:00:04Z","lifeandstyle","Life and style","0.0"
"2020-05-31T05:00:03Z","tv-and-radio","Television & radio","0.45512402247512196"
"2020-05-31T05:00:03Z","commentisfree","Opinion","4.124743254015055"
"2020-05-31T05:00:03Z","news","News","2.5245641073864795"
"2020-05-31T05:00:03Z","us-news","US news","2.5515585560553045"
"2020-05-31T05:00:03Z","commentisfree","Opinion","2.452256482017258"
"2020-05-31T05:00:03Z","commentisfree","Opinion","2.602111175900198"
"2020-05-31T04:35:02Z","technology","Technology","3.7261722927030276"
"2020-05-31T04:30:02Z","film","Film","1.2702977305992278"
"2020-05-31T04:08:35Z","world","World news","4.466694813661195"
"2020-05-31T03:50:53Z","us-news","US news","0.0"
"2020-05-31T03:36:17Z","us-news","US news","1.241713132308783"
"2020-05-31T01:31:55Z","australia-news","Australia news","0.0"
"2020-05-31T01:19:32Z","australia-news","Australia news","1.67316441566266"
"2020-05-31T00:52:22Z","australia-news","Australia news","2.802140009950101"
"2020-05-31T00:16:31Z","us-news","US news","0.4010151625697186"
"2020-05-31T00:01:43Z","us-news","US news","0.9881799109123232"
